"County","date","Absentee Applications","Ballots Reported Sent","Ballots Reported Returned","In-Person Absentee Ballots","reg_voter","total_est","vap_est","cvap_est","oneday_absentee_app","oneday_ballot_sent","oneday_ballot_returned","oneday_absentee_person","oneday_absentee_app_prop","oneday_ballot_sent_prop","oneday_ballot_returned_prop","oneday_absentee_person_prop","week","oneweek_absentee_app.x","ooneweek_ballot_sent","oneweek_ballot_returned","oneweek_absentee_person","oneweek_absentee_app.y","lag.value","oneweek_absentee_app_prop","prop_reg_absentee_applied","prop_reg_absentee_person","prop_vap_reg","prop_cvap_reg","prop_ballot_sent","prop_ballot_returned","prop_reg_absentee_applied_wk","prop_reg_absentee_person_wk","prop_ballot_sent_wk","prop_ballot_returned_wk","total_absentee_requests"
"ADAMS COUNTY",2020-09-01,2174,NA,NA,NA,12451,20075,17110,16875,0,0,0,0,NA,NA,NA,NA,1,64,NA,NA,NA,64,NA,NA,0.17,NA,0.73,0.74,NA,NA,0.17,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-02,2191,NA,NA,NA,12451,20075,17110,16875,17,NA,NA,NA,0.0078196872125115,NA,NA,NA,1,64,NA,NA,NA,64,NA,NA,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-03,2221,NA,NA,NA,12451,20075,17110,16875,30,NA,NA,NA,0.0136923779096303,NA,NA,NA,1,64,NA,NA,NA,64,NA,NA,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-04,2238,NA,NA,NA,12451,20075,17110,16875,17,NA,NA,NA,0.00765420981539847,NA,NA,NA,1,64,NA,NA,NA,64,NA,NA,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-07,2238,NA,NA,NA,12451,20075,17110,16875,0,NA,NA,NA,0,NA,NA,NA,2,62,NA,NA,NA,62,64,-0.03125,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-08,2238,NA,NA,NA,12451,20075,17110,16875,0,NA,NA,NA,0,NA,NA,NA,2,62,NA,NA,NA,62,64,-0.03125,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-09,2262,NA,NA,NA,12451,20075,17110,16875,24,NA,NA,NA,0.0107238605898123,NA,NA,NA,2,62,NA,NA,NA,62,64,-0.03125,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-10,2278,NA,NA,NA,12451,20075,17110,16875,16,NA,NA,NA,0.00707338638373121,NA,NA,NA,2,62,NA,NA,NA,62,64,-0.03125,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-11,2293,NA,NA,NA,12451,20075,17110,16875,15,NA,NA,NA,0.00658472344161545,NA,NA,NA,2,62,NA,NA,NA,62,64,-0.03125,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-12,2300,NA,NA,NA,12451,20075,17110,16875,7,NA,NA,NA,0.00305276929786306,NA,NA,NA,2,62,NA,NA,NA,62,64,-0.03125,0.18,NA,0.73,0.74,NA,NA,0.18,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-14,2305,NA,NA,NA,12451,20075,17110,16875,5,NA,NA,NA,0.00217391304347826,NA,NA,NA,3,230,NA,NA,NA,230,62,2.70967741935484,0.19,NA,0.73,0.74,NA,NA,0.19,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-15,2343,NA,NA,NA,12451,20075,17110,16875,38,NA,NA,NA,0.0164859002169197,NA,NA,NA,3,230,NA,NA,NA,230,62,2.70967741935484,0.19,NA,0.73,0.74,NA,NA,0.19,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-16,2407,NA,NA,NA,12451,20075,17110,16875,64,NA,NA,NA,0.0273154075970977,NA,NA,NA,3,230,NA,NA,NA,230,62,2.70967741935484,0.19,NA,0.73,0.74,NA,NA,0.19,NA,NA,NA,2066233
"ADAMS COUNTY",2020-09-17,2473,1424,0,NA,12451,20075,17110,16875,66,NA,NA,NA,0.0274200249272954,NA,NA,NA,3,230,NA,NA,NA,230,62,2.70967741935484,0.2,NA,0.73,0.74,0.58,0,0.2,NA,0.58,0,2066233
"ADAMS COUNTY",2020-09-18,2511,1755,0,NA,12451,20075,17110,16875,38,331,0,NA,0.0153659522846745,0.232443820224719,NA,NA,3,230,NA,NA,NA,230,62,2.70967741935484,0.2,NA,0.73,0.74,0.7,0,0.2,NA,0.7,0,2066233
"ADAMS COUNTY",2020-09-19,2530,2022,2,NA,12451,20075,17110,16875,19,267,2,NA,0.00756670649143767,0.152136752136752,Inf,NA,3,230,NA,NA,NA,230,62,2.70967741935484,0.2,NA,0.73,0.74,0.8,0,0.2,NA,0.8,0,2066233
"ADAMS COUNTY",2020-09-21,2538,2022,2,NA,12451,20075,17110,16875,8,0,0,NA,0.00316205533596838,0,0,NA,4,223,264,484,NA,223,230,-0.0304347826086957,0.2,NA,0.73,0.74,0.8,0,0.2,NA,0.8,0,2066233
"ADAMS COUNTY",2020-09-22,2572,2057,57,NA,12451,20075,17110,16875,34,35,55,NA,0.0133963750985028,0.0173095944609298,27.5,NA,4,223,264,484,NA,223,230,-0.0304347826086957,0.21,NA,0.73,0.74,0.8,0.02,0.21,NA,0.8,0.02,2066233
"ADAMS COUNTY",2020-09-23,2640,2138,107,NA,12451,20075,17110,16875,68,81,50,NA,0.0264385692068429,0.0393777345649003,0.87719298245614,NA,4,223,264,484,NA,223,230,-0.0304347826086957,0.21,NA,0.73,0.74,0.81,0.04,0.21,NA,0.81,0.04,2066233
"ADAMS COUNTY",2020-09-24,2706,2242,277,NA,12451,20075,17110,16875,66,104,170,NA,0.025,0.048643592142189,1.58878504672897,NA,4,223,264,484,NA,223,230,-0.0304347826086957,0.22,NA,0.73,0.74,0.83,0.1,0.22,NA,0.83,0.1,2066233
"ADAMS COUNTY",2020-09-25,2734,2270,345,NA,12451,20075,17110,16875,28,28,68,NA,0.0103473762010347,0.0124888492417484,0.245487364620939,NA,4,223,264,484,NA,223,230,-0.0304347826086957,0.22,NA,0.73,0.74,0.83,0.13,0.22,NA,0.83,0.13,2066233
"ADAMS COUNTY",2020-09-26,2752,2286,482,NA,12451,20075,17110,16875,18,16,137,NA,0.00658376005852231,0.00704845814977974,0.397101449275362,NA,4,223,264,484,NA,223,230,-0.0304347826086957,0.22,NA,0.73,0.74,0.83,0.18,0.22,NA,0.83,0.18,2066233
"ADAMS COUNTY",2020-09-27,2753,2286,486,NA,12451,20075,17110,16875,1,0,4,NA,0.000363372093023256,0,0.00829875518672199,NA,4,223,264,484,NA,223,230,-0.0304347826086957,0.22,NA,0.73,0.74,0.83,0.18,0.22,NA,0.83,0.18,2066233
"ADAMS COUNTY",2020-09-28,2773,2356,537,NA,12451,20075,17110,16875,20,70,51,NA,0.00726480203414457,0.0306211723534558,0.104938271604938,NA,5,325,458,596,NA,325,223,0.457399103139013,0.22,NA,0.73,0.74,0.85,0.19,0.22,NA,0.85,0.19,2066233
"ADAMS COUNTY",2020-09-29,2845,2497,736,NA,12451,20075,17110,16875,72,141,199,NA,0.0259646592138478,0.0598471986417657,0.370577281191806,NA,5,325,458,596,NA,325,223,0.457399103139013,0.23,NA,0.73,0.74,0.88,0.26,0.23,NA,0.88,0.26,2066233
"ADAMS COUNTY",2020-09-30,2918,2583,748,NA,12451,20075,17110,16875,73,86,12,NA,0.0256590509666081,0.0344413295955146,0.016304347826087,NA,5,325,458,596,NA,325,223,0.457399103139013,0.23,NA,0.73,0.74,0.89,0.26,0.23,NA,0.89,0.26,2066233
"ADAMS COUNTY",2020-10-01,2988,2692,812,NA,12451,20075,17110,16875,70,109,64,NA,0.023989033584647,0.0421989934185056,0.0855614973262032,NA,5,325,458,596,NA,325,223,0.457399103139013,0.24,NA,0.73,0.74,0.9,0.27,0.24,NA,0.9,0.27,2066233
"ADAMS COUNTY",2020-10-02,3012,2710,909,NA,12451,20075,17110,16875,24,18,97,NA,0.00803212851405622,0.00668647845468053,0.119458128078818,NA,5,325,458,596,NA,325,223,0.457399103139013,0.24,NA,0.73,0.74,0.9,0.3,0.24,NA,0.9,0.3,2066233
"ADAMS COUNTY",2020-10-03,3076,2744,1076,NA,12451,20075,17110,16875,64,34,167,NA,0.0212483399734396,0.0125461254612546,0.183718371837184,NA,5,325,458,596,NA,325,223,0.457399103139013,0.25,NA,0.73,0.74,0.89,0.35,0.25,NA,0.89,0.35,2066233
"ADAMS COUNTY",2020-10-04,3078,2744,1082,NA,12451,20075,17110,16875,2,0,6,NA,0.000650195058517555,0,0.00557620817843866,NA,5,325,458,596,NA,325,223,0.457399103139013,0.25,NA,0.73,0.74,0.89,0.35,0.25,NA,0.89,0.35,2066233
"ADAMS COUNTY",2020-10-05,3091,2755,1107,NA,12451,20075,17110,16875,13,11,25,NA,0.00422352176738142,0.00400874635568513,0.0231053604436229,NA,6,222,366,443,NA,222,325,-0.316923076923077,0.25,NA,0.73,0.74,0.89,0.36,0.25,NA,0.89,0.36,2066233
"ADAMS COUNTY",2020-10-06,3161,2961,1214,NA,12451,20075,17110,16875,70,206,107,NA,0.0226463927531543,0.0747731397459165,0.0966576332429991,NA,6,222,366,443,NA,222,325,-0.316923076923077,0.25,NA,0.73,0.74,0.94,0.38,0.25,NA,0.94,0.38,2066233
"ADAMS COUNTY",2020-10-07,3197,3006,1242,NA,12451,20075,17110,16875,36,45,28,NA,0.0113888010123379,0.0151975683890578,0.0230642504118616,NA,6,222,366,443,NA,222,325,-0.316923076923077,0.26,NA,0.73,0.74,0.94,0.39,0.26,NA,0.94,0.39,2066233
"ADAMS COUNTY",2020-10-08,3258,3069,1443,NA,12451,20075,17110,16875,61,63,201,NA,0.0190803878636221,0.0209580838323353,0.161835748792271,NA,6,222,366,443,NA,222,325,-0.316923076923077,0.26,NA,0.73,0.74,0.94,0.44,0.26,NA,0.94,0.44,2066233
"ADAMS COUNTY",2020-10-09,3274,3090,1503,NA,12451,20075,17110,16875,16,21,60,NA,0.0049109883364027,0.00684261974584555,0.0415800415800416,NA,6,222,366,443,NA,222,325,-0.316923076923077,0.26,NA,0.73,0.74,0.94,0.46,0.26,NA,0.94,0.46,2066233
"ADAMS COUNTY",2020-10-10,3295,3108,1515,NA,12451,20075,17110,16875,21,18,12,NA,0.00641417226634087,0.0058252427184466,0.00798403193612774,NA,6,222,366,443,NA,222,325,-0.316923076923077,0.26,NA,0.73,0.74,0.94,0.46,0.26,NA,0.94,0.46,2066233
"ADAMS COUNTY",2020-10-11,3300,3110,1525,NA,12451,20075,17110,16875,5,2,10,NA,0.00151745068285281,0.000643500643500643,0.0066006600660066,NA,6,222,366,443,NA,222,325,-0.316923076923077,0.27,NA,0.73,0.74,0.94,0.46,0.27,NA,0.94,0.46,2066233
"ADAMS COUNTY",2020-10-12,3312,3121,1552,NA,12451,20075,17110,16875,12,11,27,NA,0.00363636363636364,0.00353697749196141,0.0177049180327869,NA,7,237,292,414,NA,237,222,0.0675675675675676,0.27,NA,0.73,0.74,0.94,0.47,0.27,NA,0.94,0.47,2066233
"ADAMS COUNTY",2020-10-13,3358,3172,1654,NA,12451,20075,17110,16875,46,51,102,NA,0.0138888888888889,0.0163409163729574,0.0657216494845361,NA,7,237,292,414,NA,237,222,0.0675675675675676,0.27,NA,0.73,0.74,0.94,0.49,0.27,NA,0.94,0.49,2066233
"ADAMS COUNTY",2020-10-14,3408,3228,1742,NA,12451,20075,17110,16875,50,56,88,NA,0.0148898153662895,0.0176544766708701,0.0532043530834341,NA,7,237,292,414,NA,237,222,0.0675675675675676,0.27,NA,0.73,0.74,0.95,0.51,0.27,NA,0.95,0.51,2066233
"ADAMS COUNTY",2020-10-15,3477,3334,1853,NA,12451,20075,17110,16875,69,106,111,NA,0.0202464788732394,0.0328376703841388,0.0637198622273249,NA,7,237,292,414,NA,237,222,0.0675675675675676,0.28,NA,0.73,0.74,0.96,0.53,0.28,NA,0.96,0.53,2066233
"ADAMS COUNTY",2020-10-16,3507,3369,1875,NA,12451,20075,17110,16875,30,35,22,NA,0.00862812769628991,0.010497900419916,0.0118726389638424,NA,7,237,292,414,NA,237,222,0.0675675675675676,0.28,NA,0.73,0.74,0.96,0.53,0.28,NA,0.96,0.53,2066233
"ADAMS COUNTY",2020-10-17,3532,3400,1929,NA,12451,20075,17110,16875,25,31,54,NA,0.0071285999429712,0.00920154348471357,0.0288,NA,7,237,292,414,NA,237,222,0.0675675675675676,0.28,NA,0.73,0.74,0.96,0.55,0.28,NA,0.96,0.55,2066233
"ADAMS COUNTY",2020-10-18,3537,3402,1939,NA,12451,20075,17110,16875,5,2,10,NA,0.00141562853907135,0.000588235294117647,0.00518403317781234,NA,7,237,292,414,NA,237,222,0.0675675675675676,0.28,NA,0.73,0.74,0.96,0.55,0.28,NA,0.96,0.55,2066233
"ADAMS COUNTY",2020-10-19,3537,3402,1957,NA,12451,20075,17110,16875,0,0,18,NA,0,0,0.00928313563692625,NA,8,130,193,613,NA,130,237,-0.451476793248945,0.28,NA,0.73,0.74,0.96,0.55,0.28,NA,0.96,0.55,2066233
"ADAMS COUNTY",2020-10-20,3565,3454,2158,NA,12451,20075,17110,16875,28,52,201,NA,0.00791631325982471,0.0152851263962375,0.102708226877874,NA,8,130,193,613,NA,130,237,-0.451476793248945,0.29,NA,0.73,0.74,0.97,0.61,0.29,NA,0.97,0.61,2066233
"ADAMS COUNTY",2020-10-21,3594,3497,2242,187,12451,20075,17110,16875,29,43,84,NA,0.00813464235624123,0.0124493341053851,0.0389249304911956,NA,8,130,193,613,NA,130,237,-0.451476793248945,0.29,0.02,0.73,0.74,0.97,0.62,0.29,0.02,0.97,0.62,2066233
"ADAMS COUNTY",2020-10-22,3613,3522,2356,356,12451,20075,17110,16875,19,25,114,169,0.00528658875904285,0.00714898484415213,0.0508474576271186,0.903743315508021,8,130,193,613,NA,130,237,-0.451476793248945,0.29,0.03,0.73,0.74,0.97,0.65,0.29,0.03,0.97,0.65,2066233
"ADAMS COUNTY",2020-10-23,3632,3545,2419,429,12451,20075,17110,16875,19,23,63,73,0.00525878771104345,0.00653038046564452,0.0267402376910017,0.205056179775281,8,130,193,613,NA,130,237,-0.451476793248945,0.29,0.03,0.73,0.74,0.98,0.67,0.29,0.03,0.98,0.67,2066233
"ADAMS COUNTY",2020-10-24,3659,3583,2510,488,12451,20075,17110,16875,27,38,91,59,0.00743392070484581,0.0107193229901269,0.0376188507647788,0.137529137529138,8,130,193,613,NA,130,237,-0.451476793248945,0.29,0.04,0.73,0.74,0.98,0.69,0.29,0.04,0.98,0.69,2066233
"ADAMS COUNTY",2020-10-25,3667,3595,2552,521,12451,20075,17110,16875,8,12,42,33,0.0021863897239683,0.003349148758024,0.0167330677290837,0.0676229508196721,8,130,193,613,NA,130,237,-0.451476793248945,0.29,0.04,0.73,0.74,0.98,0.7,0.29,0.04,0.98,0.7,2066233
"ADAMS COUNTY",2020-10-26,3668,3597,2558,533,12451,20075,17110,16875,1,2,6,12,0.000272702481592582,0.000556328233657858,0.00235109717868339,0.0230326295585413,9,118,127,585,629,118,130,-0.0923076923076923,0.29,0.04,0.73,0.74,0.98,0.7,0.29,0.04,0.98,0.7,2066233
"ADAMS COUNTY",2020-10-27,3684,3612,2649,583,12451,20075,17110,16875,16,15,91,50,0.00436205016357688,0.00417014178482068,0.0355746677091478,0.0938086303939962,9,118,127,585,629,118,130,-0.0923076923076923,0.3,0.05,0.73,0.74,0.98,0.72,0.3,0.05,0.98,0.72,2066233
"ADAMS COUNTY",2020-10-28,3698,3628,2686,617,12451,20075,17110,16875,14,16,37,34,0.00380021715526602,0.0044296788482835,0.0139675349188373,0.0583190394511149,9,118,127,585,629,118,130,-0.0923076923076923,0.3,0.05,0.73,0.74,0.98,0.73,0.3,0.05,0.98,0.73,2066233
"ADAMS COUNTY",2020-10-29,3726,3656,2837,800,12451,20075,17110,16875,28,28,151,183,0.0075716603569497,0.00771775082690187,0.0562174236783321,0.296596434359805,9,118,127,585,629,118,130,-0.0923076923076923,0.3,0.06,0.73,0.74,0.98,0.76,0.3,0.06,0.98,0.76,2066233
"ADAMS COUNTY",2020-10-30,3737,3665,2930,935,12451,20075,17110,16875,11,9,93,135,0.00295222758990875,0.0024617067833698,0.0327811068029609,0.16875,9,118,127,585,629,118,130,-0.0923076923076923,0.3,0.08,0.73,0.74,0.98,0.78,0.3,0.08,0.98,0.78,2066233
"ADAMS COUNTY",2020-10-31,3766,3703,3101,1145,12451,20075,17110,16875,29,38,171,210,0.00776023548300776,0.0103683492496589,0.0583617747440273,0.224598930481283,9,118,127,585,629,118,130,-0.0923076923076923,0.3,0.09,0.73,0.74,0.98,0.82,0.3,0.09,0.98,0.82,2066233
"ADAMS COUNTY",2020-11-01,3785,3722,3137,1150,12451,20075,17110,16875,19,19,36,5,0.00504514073287307,0.00513097488522819,0.0116091583360206,0.00436681222707424,9,118,127,585,629,118,130,-0.0923076923076923,0.3,0.09,0.73,0.74,0.98,0.83,0.3,0.09,0.98,0.83,2066233
"ADAMS COUNTY",2020-11-02,3786,3722,3142,1163,12451,20075,17110,16875,1,0,5,13,0.000264200792602378,0,0.0015938795027096,0.011304347826087,10,1,0,5,13,1,118,-0.991525423728814,0.3,0.09,0.73,0.74,0.98,0.83,0.3,0.09,0.98,0.83,2066233
"ASHLAND COUNTY",2020-09-01,2303,NA,NA,NA,9502,15710,12200,12125,0,0,0,0,NA,NA,NA,NA,1,33,NA,NA,NA,33,NA,NA,0.24,NA,0.78,0.78,NA,NA,0.24,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-02,2312,NA,NA,NA,9502,15710,12200,12125,9,NA,NA,NA,0.00390794615718628,NA,NA,NA,1,33,NA,NA,NA,33,NA,NA,0.24,NA,0.78,0.78,NA,NA,0.24,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-03,2325,NA,NA,NA,9502,15710,12200,12125,13,NA,NA,NA,0.00562283737024221,NA,NA,NA,1,33,NA,NA,NA,33,NA,NA,0.24,NA,0.78,0.78,NA,NA,0.24,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-04,2336,NA,NA,NA,9502,15710,12200,12125,11,NA,NA,NA,0.00473118279569892,NA,NA,NA,1,33,NA,NA,NA,33,NA,NA,0.25,NA,0.78,0.78,NA,NA,0.25,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-07,2366,NA,NA,NA,9502,15710,12200,12125,30,NA,NA,NA,0.0128424657534247,NA,NA,NA,2,107,NA,NA,NA,107,33,2.24242424242424,0.25,NA,0.78,0.78,NA,NA,0.25,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-08,2370,NA,NA,NA,9502,15710,12200,12125,4,NA,NA,NA,0.00169061707523246,NA,NA,NA,2,107,NA,NA,NA,107,33,2.24242424242424,0.25,NA,0.78,0.78,NA,NA,0.25,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-09,2403,NA,NA,NA,9502,15710,12200,12125,33,NA,NA,NA,0.0139240506329114,NA,NA,NA,2,107,NA,NA,NA,107,33,2.24242424242424,0.25,NA,0.78,0.78,NA,NA,0.25,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-10,2425,NA,NA,NA,9502,15710,12200,12125,22,NA,NA,NA,0.00915522263836871,NA,NA,NA,2,107,NA,NA,NA,107,33,2.24242424242424,0.26,NA,0.78,0.78,NA,NA,0.26,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-11,2438,NA,NA,NA,9502,15710,12200,12125,13,NA,NA,NA,0.00536082474226804,NA,NA,NA,2,107,NA,NA,NA,107,33,2.24242424242424,0.26,NA,0.78,0.78,NA,NA,0.26,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-12,2443,NA,NA,NA,9502,15710,12200,12125,5,NA,NA,NA,0.00205086136177194,NA,NA,NA,2,107,NA,NA,NA,107,33,2.24242424242424,0.26,NA,0.78,0.78,NA,NA,0.26,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-14,2449,NA,NA,NA,9502,15710,12200,12125,6,NA,NA,NA,0.0024559967253377,NA,NA,NA,3,131,NA,NA,NA,131,107,0.224299065420561,0.26,NA,0.78,0.78,NA,NA,0.26,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-15,2487,NA,NA,NA,9502,15710,12200,12125,38,NA,NA,NA,0.0155165373621886,NA,NA,NA,3,131,NA,NA,NA,131,107,0.224299065420561,0.26,NA,0.78,0.78,NA,NA,0.26,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-16,2508,NA,NA,NA,9502,15710,12200,12125,21,NA,NA,NA,0.00844390832328106,NA,NA,NA,3,131,NA,NA,NA,131,107,0.224299065420561,0.26,NA,0.78,0.78,NA,NA,0.26,NA,NA,NA,2066233
"ASHLAND COUNTY",2020-09-17,2523,2077,0,NA,9502,15710,12200,12125,15,NA,NA,NA,0.00598086124401914,NA,NA,NA,3,131,NA,NA,NA,131,107,0.224299065420561,0.27,NA,0.78,0.78,0.82,0,0.27,NA,0.82,0,2066233
"ASHLAND COUNTY",2020-09-18,2553,2188,2,NA,9502,15710,12200,12125,30,111,2,NA,0.0118906064209275,0.0534424650938854,Inf,NA,3,131,NA,NA,NA,131,107,0.224299065420561,0.27,NA,0.78,0.78,0.86,0,0.27,NA,0.86,0,2066233
"ASHLAND COUNTY",2020-09-19,2574,2337,10,NA,9502,15710,12200,12125,21,149,8,NA,0.0082256169212691,0.0680987202925046,4,NA,3,131,NA,NA,NA,131,107,0.224299065420561,0.27,NA,0.78,0.78,0.91,0,0.27,NA,0.91,0,2066233
"ASHLAND COUNTY",2020-09-21,2585,2344,10,NA,9502,15710,12200,12125,11,7,0,NA,0.00427350427350427,0.00299529311082585,0,NA,4,171,352,754,NA,171,131,0.305343511450382,0.27,NA,0.78,0.78,0.91,0,0.27,NA,0.91,0,2066233
"ASHLAND COUNTY",2020-09-22,2619,2486,195,NA,9502,15710,12200,12125,34,142,185,NA,0.0131528046421663,0.060580204778157,18.5,NA,4,171,352,754,NA,171,131,0.305343511450382,0.28,NA,0.78,0.78,0.95,0.07,0.28,NA,0.95,0.07,2066233
"ASHLAND COUNTY",2020-09-23,2660,2536,354,NA,9502,15710,12200,12125,41,50,159,NA,0.0156548300878198,0.0201126307320998,0.815384615384615,NA,4,171,352,754,NA,171,131,0.305343511450382,0.28,NA,0.78,0.78,0.95,0.13,0.28,NA,0.95,0.13,2066233
"ASHLAND COUNTY",2020-09-24,2675,2555,493,NA,9502,15710,12200,12125,15,19,139,NA,0.0056390977443609,0.00749211356466877,0.392655367231638,NA,4,171,352,754,NA,171,131,0.305343511450382,0.28,NA,0.78,0.78,0.96,0.18,0.28,NA,0.96,0.18,2066233
"ASHLAND COUNTY",2020-09-25,2711,2655,595,NA,9502,15710,12200,12125,36,100,102,NA,0.0134579439252336,0.0391389432485323,0.206896551724138,NA,4,171,352,754,NA,171,131,0.305343511450382,0.29,NA,0.78,0.78,0.98,0.22,0.29,NA,0.98,0.22,2066233
"ASHLAND COUNTY",2020-09-26,2738,2680,737,NA,9502,15710,12200,12125,27,25,142,NA,0.0099594245665806,0.00941619585687382,0.238655462184874,NA,4,171,352,754,NA,171,131,0.305343511450382,0.29,NA,0.78,0.78,0.98,0.27,0.29,NA,0.98,0.27,2066233
"ASHLAND COUNTY",2020-09-27,2745,2689,764,NA,9502,15710,12200,12125,7,9,27,NA,0.00255661066471877,0.00335820895522388,0.0366350067842605,NA,4,171,352,754,NA,171,131,0.305343511450382,0.29,NA,0.78,0.78,0.98,0.28,0.29,NA,0.98,0.28,2066233
"ASHLAND COUNTY",2020-09-28,2753,2696,779,NA,9502,15710,12200,12125,8,7,15,NA,0.0029143897996357,0.0026031982149498,0.0196335078534031,NA,5,192,216,647,NA,192,171,0.12280701754386,0.29,NA,0.78,0.78,0.98,0.28,0.29,NA,0.98,0.28,2066233
"ASHLAND COUNTY",2020-09-29,2783,2731,979,NA,9502,15710,12200,12125,30,35,200,NA,0.0108972030512169,0.0129821958456973,0.256739409499358,NA,5,192,216,647,NA,192,171,0.12280701754386,0.29,NA,0.78,0.78,0.98,0.35,0.29,NA,0.98,0.35,2066233
"ASHLAND COUNTY",2020-09-30,2842,2802,1125,NA,9502,15710,12200,12125,59,71,146,NA,0.021200143729788,0.0259978030025632,0.149131767109295,NA,5,192,216,647,NA,192,171,0.12280701754386,0.3,NA,0.78,0.78,0.99,0.4,0.3,NA,0.99,0.4,2066233
"ASHLAND COUNTY",2020-10-01,2874,2841,1207,NA,9502,15710,12200,12125,32,39,82,NA,0.0112596762843068,0.0139186295503212,0.0728888888888889,NA,5,192,216,647,NA,192,171,0.12280701754386,0.3,NA,0.78,0.78,0.99,0.42,0.3,NA,0.99,0.42,2066233
"ASHLAND COUNTY",2020-10-02,2907,2872,1314,NA,9502,15710,12200,12125,33,31,107,NA,0.011482254697286,0.0109116508271735,0.0886495443247722,NA,5,192,216,647,NA,192,171,0.12280701754386,0.31,NA,0.78,0.78,0.99,0.45,0.31,NA,0.99,0.45,2066233
"ASHLAND COUNTY",2020-10-03,2929,2896,1380,NA,9502,15710,12200,12125,22,24,66,NA,0.00756793945648435,0.00835654596100279,0.0502283105022831,NA,5,192,216,647,NA,192,171,0.12280701754386,0.31,NA,0.78,0.78,0.99,0.47,0.31,NA,0.99,0.47,2066233
"ASHLAND COUNTY",2020-10-04,2937,2905,1411,NA,9502,15710,12200,12125,8,9,31,NA,0.00273130761351997,0.00310773480662983,0.022463768115942,NA,5,192,216,647,NA,192,171,0.12280701754386,0.31,NA,0.78,0.78,0.99,0.48,0.31,NA,0.99,0.48,2066233
"ASHLAND COUNTY",2020-10-05,2939,2906,1420,NA,9502,15710,12200,12125,2,1,9,NA,0.000680966973101805,0.000344234079173838,0.00637845499645641,NA,6,159,166,417,NA,159,192,-0.171875,0.31,NA,0.78,0.78,0.99,0.48,0.31,NA,0.99,0.48,2066233
"ASHLAND COUNTY",2020-10-06,2983,2950,1539,NA,9502,15710,12200,12125,44,44,119,NA,0.0149710785981626,0.0151410874053682,0.0838028169014085,NA,6,159,166,417,NA,159,192,-0.171875,0.31,NA,0.78,0.78,0.99,0.52,0.31,NA,0.99,0.52,2066233
"ASHLAND COUNTY",2020-10-07,3011,2982,1612,NA,9502,15710,12200,12125,28,32,73,NA,0.00938652363392558,0.0108474576271186,0.0474333983105913,NA,6,159,166,417,NA,159,192,-0.171875,0.32,NA,0.78,0.78,0.99,0.54,0.32,NA,0.99,0.54,2066233
"ASHLAND COUNTY",2020-10-08,3046,3014,1683,NA,9502,15710,12200,12125,35,32,71,NA,0.0116240451677184,0.0107310529845741,0.0440446650124069,NA,6,159,166,417,NA,159,192,-0.171875,0.32,NA,0.78,0.78,0.99,0.55,0.32,NA,0.99,0.55,2066233
"ASHLAND COUNTY",2020-10-09,3069,3041,1760,NA,9502,15710,12200,12125,23,27,77,NA,0.00755088640840446,0.00895819508958195,0.0457516339869281,NA,6,159,166,417,NA,159,192,-0.171875,0.32,NA,0.78,0.78,0.99,0.57,0.32,NA,0.99,0.57,2066233
"ASHLAND COUNTY",2020-10-10,3090,3064,1810,NA,9502,15710,12200,12125,21,23,50,NA,0.00684261974584555,0.00756330154554423,0.0284090909090909,NA,6,159,166,417,NA,159,192,-0.171875,0.33,NA,0.78,0.78,0.99,0.59,0.33,NA,0.99,0.59,2066233
